SEGID,DY_VOL,FT,ATYPENAME,LANES,YEAR,FAC_WDAVG,modAadt,aadtAdjFactor,modForecast
0265_000.4,76636.3,2.0,Urban,8.0,2023,1.0946,70013,-12268.0,57500.0
0265_000.7,45512.6,2.0,Urban,6.0,2023,1.0946,41579,12816.0,54500.0
0265_001.2,55799.4,2.0,Urban,6.0,2023,1.0946,50976,4429.0,55500.0
0265_001.7,51698.0,2.0,Urban,6.0,2023,1.0946,47230,13577.0,61000.0
0265_002.3,48662.0,2.0,Urban,6.0,2023,1.0946,44456,2474.0,47000.0
0265_002.7,59224.5,2.0,Urban,6.0,2023,1.0946,54106,-17919.0,36000.0
0265_003.6,45362.1,2.0,Urban,6.0,2023,1.0946,41441,-202.0,41000.0
0265_004.1,40502.6,2.0,Urban,6.0,2023,1.0946,37002,8945.0,46000.0
0266_000.0,87631.0,2.0,Urban,6.0,2023,1.0946,80057,-31614.0,48500.0
0266_000.1,24024.9,2.0,Urban,6.0,2023,1.0946,21948,26769.0,48500.0
0266_000.3,24053.0,2.0,Urban,6.0,2023,1.0946,21974,25839.0,48000.0
0266_000.8,21624.9,2.0,Urban,4.0,2023,1.0924,19795,10276.0,30000.0
0266_001.7,35915.1,2.0,Urban,4.0,2023,1.0946,32811,-8128.0,24500.0
0266_002.2,42589.2,2.0,Urban,4.0,2023,1.0946,38908,4022.0,43000.0
0266_002.6,50279.9,2.0,Urban,4.0,2023,1.0946,45934,-2821.0,43000.0
0266_002.8,70879.0,2.0,Urban,6.0,2023,1.0946,64753,-13908.0,51000.0
0266_003.0,60393.1,2.0,Urban,6.0,2023,1.0946,55173,-5244.0,50000.0
0266_003.4,46425.2,2.0,Urban,6.0,2023,1.0946,42412,7281.0,49500.0
0266_003.5,54671.6,2.0,Urban,6.0,2023,1.0946,49946,-7427.0,42500.0
0266_004.1,51789.6,2.0,Urban,6.0,2023,1.0946,47313,-4709.0,42500.0
0266_004.4,26265.4,2.0,Urban,4.0,2023,1.0946,23995,6432.0,30500.0
0266_004.7,23877.5,2.0,Urban,2.0,2023,1.0946,21813,9632.0,31500.0
0266_005.0,18235.3,2.0,Urban,2.0,2023,1.0946,16659,14611.0,31500.0
0266_005.3,17278.7,2.0,Urban,2.0,2023,1.0946,15785,5479.0,21500.0
0266_006.0,18842.5,2.0,Suburban,2.0,2023,1.0946,17214,-3420.0,14000.0
0266_006.6,11278.0,2.0,Suburban,2.0,2023,1.0924,10324,3112.0,13500.0
0266_006.9,13746.6,2.0,Suburban,2.0,2023,1.0924,12583,1973.0,14500.0
0266_007.4,9641.4,2.0,Suburban,2.0,2023,1.0924,8825,8103.0,17000.0
0268_000.0,17708.6,3.0,Urban,4.0,2023,1.0924,16210,-4768.0,11500.0
0268_000.2,47948.0,3.0,Urban,4.0,2023,1.0946,43804,-28291.0,15500.0
0268_000.6,35480.5,3.0,Urban,4.0,2023,1.0946,32414,-17609.0,15000.0
0269_000.0,45419.2,2.0,Urban,4.0,2023,1.0946,41493,11954.0,53500.0
0269_000.2,37530.5,2.0,Urban,4.0,2023,1.0946,34286,19844.0,54000.0
0269_000.3,37155.5,2.0,Urban,4.0,2023,1.0946,33944,9514.0,43500.0
0269_000.5,35219.3,2.0,Urban,4.0,2023,1.0946,32175,9745.0,42000.0
0269_000.6,41589.2,2.0,CBD-like,4.0,2023,1.0946,37994,1027.0,39000.0
0269_000.8,42667.2,2.0,CBD-like,4.0,2023,1.0946,38979,-3414.0,35500.0
0269_000.9,42864.8,2.0,CBD-like,4.0,2023,1.0946,39160,-16360.0,23000.0
0269_001.0,44304.8,2.0,CBD-like,4.0,2023,1.0946,40475,-13811.0,26500.0
0269_001.2,41074.9,2.0,CBD-like,4.0,2023,1.0946,37525,3212.0,40500.0
0269_001.3,40857.2,2.0,CBD-like,4.0,2023,1.0946,37326,6886.0,44000.0
0269_001.5,47788.2,2.0,Urban,4.0,2023,1.0946,43658,-945.0,42500.0
0269_001.7,55072.2,2.0,Urban,4.0,2023,1.0946,50312,-10570.0,39500.0
0270_000.0,59200.3,3.0,Urban,6.0,2023,1.0946,54083,-23638.0,30500.0
0270_000.2,52519.2,3.0,Urban,6.0,2023,1.0946,47980,-16482.0,31500.0
0270_000.3,51254.9,3.0,Urban,6.0,2023,1.0946,46825,-11637.0,35000.0
0270_000.5,40302.5,3.0,CBD-like,6.0,2023,1.0946,36819,-2248.0,34500.0
0270_000.6,35760.6,3.0,CBD-like,6.0,2023,1.0946,32670,7419.0,40000.0
0273_000.0,19499.4,3.0,Suburban,4.0,2023,1.0924,17850,-1193.0,16500.0
0273_001.1,21798.3,3.0,Suburban,4.0,2023,1.0924,19954,-1689.0,18500.0
0273_002.1,29170.7,3.0,Suburban,4.0,2023,1.0924,26703,-10587.0,16000.0
0273_002.4,28753.0,3.0,Suburban,4.0,2023,1.0924,26320,-2978.0,23500.0
0273_003.0,15187.8,3.0,Suburban,4.0,2023,1.0924,13903,10412.0,24500.0
0282_000.0,54938.3,4.0,Urban,4.0,2023,1.0946,50190,-41491.0,8700.0
0282_000.1,5278.6,4.0,Urban,2.0,2023,1.0946,4822,2714.0,7500.0
0282_000.5,41301.1,3.0,Urban,4.0,2023,1.0946,37731,-22748.0,15000.0
0282_001.0,34422.2,3.0,Urban,4.0,2023,1.0946,31447,-5645.0,26000.0
0282_001.4,24524.5,4.0,Urban,4.0,2023,1.0946,22404,13557.0,36000.0
0282_001.8,2607.1,4.0,Urban,4.0,2023,1.0946,2381,13318.0,15500.0
0282_002.2,16773.5,4.0,Urban,4.0,2023,1.0946,15323,-860.0,14500.0
0282_002.4,3886.6,4.0,Urban,4.0,2023,1.0946,3550,9748.0,13500.0
0287_000.0,2231.6,4.0,Suburban,2.0,2023,1.0924,2042,568.0,2600.0
0315_000.0,8.5,5.0,Transition,2.0,2023,0.9555,8,0.0,10.0
0315_000.9,5070.4,5.0,Transition,2.0,2023,0.9593,5285,1086.0,6400.0
0315_001.4,2756.4,5.0,Transition,2.0,2023,0.9593,2873,1528.0,4400.0
1082_008.5,570.9,5.0,Rural,2.0,2023,0.9555,597,195.0,800.0
1082_012.5,6895.1,3.0,Transition,2.0,2023,0.9593,7187,-188.0,7000.0
1082_013.3,7597.1,3.0,Suburban,2.0,2023,1.0924,6954,1700.0,8700.0
1082_014.4,8398.7,3.0,Urban,4.0,2023,1.0924,7688,23.0,7700.0
1084_000.0,764.7,5.0,Rural,2.0,2023,0.984,777,284.0,1100.0
1084_001.0,1155.0,5.0,Rural,2.0,2023,0.984,1173,-108.0,1100.0
1085_001.5,1989.1,4.0,Transition,2.0,2023,1.0918,1821,-857.0,950.0
1085_001.6,1952.2,4.0,Rural,2.0,2023,0.0,0,0.0,0.0
1085_002.3,2060.8,5.0,Transition,2.0,2023,1.0918,1887,-1160.0,750.0
1085_003.4,2057.9,5.0,Transition,2.0,2023,1.0924,1883,-1566.0,300.0
1085_004.1,2057.9,5.0,Suburban,2.0,2023,1.0924,1883,0.0,1900.0
1086_000.0,14378.2,3.0,Suburban,4.0,2023,1.0924,13162,-3059.0,10000.0
1086_000.7,12032.6,3.0,Suburban,2.0,2023,1.0924,11014,-3836.0,7200.0
1086_001.2,7917.3,3.0,Urban,2.0,2023,1.0946,7233,-248.0,7000.0
1086_001.7,7782.3,3.0,Urban,2.0,2023,1.0924,7124,-3225.0,3900.0
1086_001.9,6564.6,3.0,Suburban,2.0,2023,1.0924,6009,-2032.0,4000.0
1086_002.6,4333.3,3.0,Transition,2.0,2023,1.0924,3966,1632.0,5600.0
1086_003.0,3697.5,3.0,Transition,2.0,2023,1.0924,3384,2301.0,5700.0
1086_003.4,2240.0,3.0,Transition,2.0,2023,1.0924,2050,-1324.0,750.0
1088_000.0,9067.5,3.0,Suburban,2.0,2023,1.0924,8300,-1141.0,7200.0
1088_000.4,4505.1,5.0,Suburban,2.0,2023,1.0924,4124,659.0,4800.0
1088_000.6,2337.8,5.0,Suburban,2.0,2023,1.0924,2140,2627.0,4800.0
1090_000.0,1810.2,5.0,Transition,2.0,2023,1.0924,1657,-669.0,1000.0
1090_000.7,4345.7,5.0,Suburban,2.0,2023,1.0924,3978,1511.0,5500.0
1090_001.2,3807.7,5.0,Suburban,2.0,2023,1.0924,3485,111.0,3600.0
1090_001.5,1488.4,5.0,Suburban,2.0,2023,1.0924,1362,2240.0,3600.0
1092_000.0,613.3,5.0,Urban,2.0,2023,1.0924,561,0.0,550.0
1092_000.7,1816.4,5.0,Urban,2.0,2023,1.0946,1659,0.0,1700.0
1092_001.2,1169.3,5.0,Suburban,2.0,2023,1.0924,1070,0.0,1100.0
1094_000.0,195.1,5.0,Urban,2.0,2023,1.0924,178,534.0,700.0
1094_000.4,3718.1,5.0,Urban,2.0,2023,1.0946,3396,-1721.0,1700.0
1094_000.6,3028.9,5.0,Suburban,2.0,2023,1.0924,2772,803.0,3600.0
1094_000.9,1455.4,5.0,Suburban,2.0,2023,1.0924,1332,1471.0,2800.0
1094_001.5,320.0,4.0,Transition,2.0,2023,1.0918,293,376.0,650.0
1096_000.0,1860.5,5.0,Suburban,2.0,2023,1.0924,1703,-23.0,1700.0
1096_000.4,1577.1,5.0,Suburban,2.0,2023,1.0924,1443,-573.0,850.0
1098_000.0,1376.6,5.0,Transition,2.0,2023,1.0918,1260,1248.0,2500.0
1098_000.8,1025.6,5.0,Transition,2.0,2023,1.0918,939,1424.0,2400.0
1100_000.0,589.2,5.0,Transition,2.0,2023,1.0924,539,3340.0,3900.0
1100_001.1,1832.8,5.0,Suburban,2.0,2023,1.0924,1677,1819.0,3500.0
1100_001.6,2395.0,5.0,Suburban,2.0,2023,1.0924,2192,-844.0,1300.0
1100_001.7,1914.3,5.0,Suburban,2.0,2023,1.0924,1752,-436.0,1300.0
1112_000.0,1904.4,5.0,Rural,2.0,2023,0.984,1935,-324.0,1600.0
1112_002.2,1134.2,5.0,Rural,2.0,2023,0.984,1152,0.0,1200.0
1380_000.0,19213.6,4.0,Suburban,2.0,2023,1.0924,17588,-7846.0,9700.0
1380_000.1,10030.2,3.0,Suburban,2.0,2023,1.0924,9181,425.0,9600.0
1380_000.5,16088.1,3.0,Suburban,2.0,2023,1.0924,14727,-3700.0,11000.0
1380_001.2,15411.7,3.0,Suburban,2.0,2023,1.0924,14108,1483.0,15500.0
1380_001.7,7247.4,3.0,Suburban,2.0,2023,1.0924,6634,-1401.0,5200.0
1384_000.0,10075.4,5.0,Suburban,2.0,2023,1.0924,9223,-3746.0,5500.0
1384_000.2,2513.0,5.0,Urban,2.0,2023,1.0946,2295,2724.0,5000.0
1384_000.6,2654.6,5.0,Urban,2.0,2023,1.0946,2425,2551.0,5000.0
1384_001.6,1259.0,5.0,Suburban,2.0,2023,1.0924,1152,3942.0,5100.0
1384_002.5,1202.1,5.0,Suburban,2.0,2023,1.0924,1100,3812.0,4900.0
1384_003.1,2044.9,5.0,Transition,2.0,2023,1.0924,1871,3366.0,5200.0
1384_003.8,1264.3,5.0,Suburban,2.0,2023,1.0918,1157,3989.0,5100.0
1386_000.0,9120.8,3.0,Suburban,2.0,2023,1.0946,8332,2380.0,10500.0
1386_000.5,14724.0,3.0,Urban,2.0,2023,1.0946,13451,-3215.0,10000.0
1386_000.9,16379.3,3.0,Suburban,2.0,2023,1.0946,14963,-5173.0,9800.0
1388_000.0,25882.1,3.0,Urban,4.0,2023,1.0946,23645,3641.0,27500.0
1388_000.2,16645.4,3.0,Urban,4.0,2023,1.0946,15206,-458.0,14500.0
1388_000.5,18721.6,3.0,Suburban,4.0,2023,1.0924,17138,3357.0,20500.0
1388_000.8,12682.7,3.0,Suburban,4.0,2023,1.0924,11609,2888.0,14500.0
1388_001.4,11697.7,3.0,Suburban,4.0,2023,1.0946,10686,3789.0,14500.0
1388_001.7,9849.8,3.0,Suburban,4.0,2023,1.0946,8998,2752.0,12000.0
1388_002.4,13420.3,3.0,Urban,2.0,2023,1.0946,12260,5039.0,17500.0
1388_003.0,11464.5,4.0,Suburban,2.0,2023,1.0946,10473,1012.0,11500.0
1388_003.9,5083.4,4.0,Suburban,2.0,2023,1.0924,4653,1020.0,5700.0
1388_004.4,6364.4,4.0,Urban,2.0,2023,1.0924,5826,501.0,6300.0
1388_004.9,2504.4,4.0,Suburban,2.0,2023,1.0924,2292,592.0,2900.0
1389_000.8,4969.6,4.0,Suburban,2.0,2023,1.0924,4549,-2788.0,1800.0
1389_001.2,5505.9,4.0,Suburban,2.0,2023,1.0924,5040,-3367.0,1700.0
1389_002.1,6823.7,4.0,Suburban,2.0,2023,1.0924,6246,-2819.0,3400.0
1389_003.1,4873.5,4.0,Suburban,2.0,2023,1.0946,4452,-2031.0,2400.0
1390_000.0,5933.4,5.0,Urban,2.0,2023,1.0946,5420,-3553.0,1900.0
1390_000.3,4226.8,5.0,Urban,2.0,2023,1.0946,3861,-2391.0,1500.0
1392_000.0,1990.3,4.0,Suburban,2.0,2023,1.0924,1821,3342.0,5200.0
1392_001.2,13982.9,4.0,Suburban,2.0,2023,1.0924,12800,4639.0,17500.0
1392_001.8,17724.8,4.0,Suburban,2.0,2023,1.0924,16225,950.0,17000.0
1392_002.1,16932.6,4.0,Suburban,2.0,2023,1.0946,15469,-5150.0,10500.0
1392_002.3,8491.4,4.0,Suburban,2.0,2023,1.0924,7773,1981.0,9800.0
1392_002.4,7202.4,4.0,Suburban,2.0,2023,1.0924,6593,-1565.0,5000.0
1394_000.0,4325.2,5.0,Urban,2.0,2023,1.0924,3959,2184.0,6100.0
1396_000.0,12672.0,4.0,Suburban,2.0,2023,1.0924,11600,-4282.0,7300.0
1397_000.0,6946.9,4.0,Suburban,2.0,2023,1.0924,6359,0.0,6400.0
1398_000.0,1356.3,4.0,Urban,2.0,2023,1.0946,1239,1314.0,2600.0
1398_000.3,6691.7,4.0,Suburban,2.0,2023,1.0946,6113,-3460.0,2700.0
1400_000.0,4716.0,4.0,Suburban,2.0,2023,1.0924,4317,1322.0,5600.0
1400_001.3,2950.3,4.0,Transition,2.0,2023,1.0924,2700,310.0,3000.0
1400_002.7,1855.3,4.0,Transition,2.0,2023,1.0924,1698,953.0,2700.0
1400_004.4,1133.7,4.0,Suburban,2.0,2023,1.0946,1035,2466.0,3500.0
1400_006.5,4684.9,4.0,Suburban,2.0,2023,1.0946,4280,1531.0,5800.0
1400_006.8,6784.2,4.0,Urban,2.0,2023,1.0946,6197,1100.0,7300.0
1400_007.5,14273.7,3.0,Urban,4.0,2023,1.0946,13040,5830.0,19000.0
1402_000.0,9117.6,4.0,Suburban,2.0,2023,1.0924,8346,-2256.0,6100.0
1404_000.0,10034.6,3.0,Urban,2.0,2023,1.0946,9167,1488.0,10500.0
1404_000.4,3495.4,3.0,Urban,2.0,2023,1.0946,3193,4721.0,7900.0
1404_001.1,3167.3,4.0,Urban,2.0,2023,1.0946,2893,5014.0,7900.0
1404_001.4,4428.5,4.0,Urban,2.0,2023,1.0946,4045,8941.0,13000.0
1404_002.1,6656.4,4.0,Urban,2.0,2023,1.0946,6081,4167.0,10000.0
1406_000.0,5024.0,4.0,Suburban,2.0,2023,1.0924,4599,-2911.0,1700.0
1408_000.0,11601.7,3.0,Urban,2.0,2023,1.0946,10599,-1548.0,9100.0
1408_000.1,6496.1,3.0,Urban,2.0,2023,1.0946,5934,2661.0,8600.0
1408_000.7,11668.0,3.0,Suburban,2.0,2023,1.0946,10659,1961.0,12500.0
1408_001.2,1261.4,3.0,Suburban,2.0,2023,1.0924,1154,5618.0,6800.0
1410_000.0,5318.1,4.0,Suburban,2.0,2023,1.0924,4868,-952.0,3900.0
1410_001.0,6322.6,4.0,Suburban,2.0,2023,1.0924,5787,-1813.0,4000.0
1410_001.5,7145.3,4.0,Urban,2.0,2023,1.0946,6527,7813.0,14500.0
1410_002.0,4642.6,4.0,Urban,2.0,2023,1.0946,4241,8223.0,12500.0
1410_002.2,6488.2,4.0,Urban,2.0,2023,1.0946,5927,6476.0,12500.0
1410_002.3,6266.2,4.0,Urban,2.0,2023,1.0946,5724,-1545.0,4200.0
1418_000.0,7855.4,4.0,Suburban,2.0,2023,1.0924,7190,111.0,7300.0
1418_000.9,5291.1,4.0,Urban,2.0,2023,1.0946,4833,119.0,5000.0
1418_001.7,1626.2,4.0,Urban,2.0,2023,1.0924,1488,3114.0,4600.0
1420_000.0,17039.5,3.0,Urban,4.0,2023,1.0946,15566,10124.0,25500.0
1420_000.3,12826.8,3.0,Urban,4.0,2023,1.0946,11718,8758.0,20500.0
1420_000.7,7689.8,4.0,Suburban,2.0,2023,1.0946,7025,6710.0,13500.0
1422_000.0,10633.2,3.0,Urban,2.0,2023,1.0946,9714,2288.0,12000.0
1422_000.7,11644.5,4.0,Urban,2.0,2023,1.0946,10638,3006.0,13500.0
1422_001.5,2808.8,5.0,Urban,2.0,2023,1.0946,2566,6933.0,9500.0
1422_002.0,7337.9,5.0,Urban,2.0,2023,1.0946,6703,0.0,6700.0
1424_000.0,4075.2,4.0,Urban,2.0,2023,1.0946,3723,2462.0,6200.0
1424_000.3,4805.6,4.0,Urban,2.0,2023,1.0946,4390,1740.0,6100.0
1425_000.0,3173.5,5.0,Suburban,2.0,2023,1.0924,2905,-2803.0,100.0
1425_000.6,4089.6,5.0,Urban,2.0,2023,1.0924,3743,-3552.0,200.0
1427_000.0,12519.9,3.0,Suburban,4.0,2023,1.0924,11460,1602.0,13000.0
1428_000.0,1174.8,5.0,Urban,2.0,2023,1.0946,1073,913.0,2000.0
1428_000.4,3535.5,5.0,Urban,2.0,2023,1.0946,3229,-1148.0,2100.0
1428_001.1,7919.9,5.0,Urban,2.0,2023,1.0946,7235,-4697.0,2500.0
1428_001.7,737.4,5.0,Suburban,2.0,2023,1.0924,675,1387.0,2100.0
1428_004.2,4563.9,5.0,Suburban,2.0,2023,1.0924,4177,-1896.0,2300.0
1430_000.0,2975.5,5.0,Suburban,2.0,2023,1.0924,2723,1189.0,3900.0
1431_000.5,3468.2,5.0,Urban,2.0,2023,1.0946,3168,265.0,3400.0
1431_001.0,399.9,5.0,Suburban,2.0,2023,1.0946,365,686.0,1100.0
1431_004.1,2190.6,5.0,Suburban,2.0,2023,1.0924,2005,-847.0,1200.0
1432_000.0,4514.0,5.0,Suburban,2.0,2023,1.0924,4132,-1068.0,3100.0
1435_000.4,5533.8,3.0,Suburban,2.0,2023,1.0918,5068,-2605.0,2500.0
1435_000.9,6775.8,3.0,Suburban,2.0,2023,1.0918,6206,-3812.0,2400.0
1435_001.4,8552.5,3.0,Suburban,2.0,2023,1.0924,7829,1017.0,8800.0
1435_002.4,25542.5,3.0,Suburban,4.0,2023,1.0924,23382,-21650.0,1700.0
1436_000.0,2519.3,5.0,Urban,2.0,2023,1.0946,2301,2960.0,5300.0
1436_000.3,558.7,5.0,Suburban,2.0,2023,1.0924,511,4755.0,5300.0
1438_000.8,8479.0,3.0,Suburban,2.0,2023,1.0924,7761,1552.0,9300.0
1438_000.9,6252.8,4.0,Suburban,2.0,2023,1.0924,5723,3080.0,8800.0
1438_000.9,6252.8,4.0,Suburban,2.0,2023,1.0924,5723,3080.0,8800.0
1438_000.9,6252.8,4.0,Suburban,2.0,2023,1.0924,5723,3080.0,8800.0
1438_000.9,6252.8,4.0,Suburban,2.0,2023,1.0924,5723,3080.0,8800.0
1438_002.0,5263.4,4.0,Suburban,2.0,2023,1.0924,4818,-827.0,4000.0
1438_002.4,7952.9,4.0,Suburban,2.0,2023,1.0924,7280,-687.0,6600.0
1438_003.6,10725.6,4.0,Suburban,2.0,2023,1.0924,9818,-3067.0,6800.0
1438_004.6,13181.4,4.0,Suburban,2.0,2023,1.0924,12066,-7620.0,4400.0
1438_005.7,2912.7,4.0,Suburban,2.0,2023,1.0946,2660,983.0,3600.0
1439_000.0,11486.7,3.0,Suburban,2.0,2023,1.0924,10515,-1615.0,8900.0
1442_000.0,12572.6,3.0,Suburban,2.0,2023,1.0924,11509,741.0,12000.0
1442_000.1,9261.9,3.0,Suburban,2.0,2023,1.0924,8478,-123.0,8400.0
1445_001.4,549.2,5.0,Suburban,2.0,2023,1.0924,502,9569.0,10000.0
1445_002.9,7546.0,5.0,Suburban,2.0,2023,1.0924,6907,4275.0,11000.0
1445_003.7,3215.7,5.0,Suburban,2.0,2023,1.0924,2943,7133.0,10000.0
1446_000.0,4303.9,4.0,Suburban,2.0,2023,1.0924,3939,-151.0,3800.0
1446_000.8,3695.4,4.0,Suburban,2.0,2023,1.0924,3382,674.0,4100.0
1446_001.7,1761.2,4.0,Suburban,2.0,2023,1.0924,1612,0.0,1600.0
1448_000.2,2781.8,4.0,Suburban,2.0,2023,1.0924,2546,2419.0,5000.0
1449_001.3,4542.1,4.0,Suburban,2.0,2023,1.0924,4157,-3936.0,200.0
1450_000.0,2782.6,4.0,Suburban,2.0,2023,1.0946,2542,267.0,2800.0
1450_000.8,3711.8,4.0,Suburban,2.0,2023,1.0924,3397,-1299.0,2100.0
1452_000.0,10156.0,3.0,Suburban,4.0,2023,1.0924,9296,5023.0,14500.0
1452_000.9,11381.0,3.0,Suburban,2.0,2023,1.0946,10397,4482.0,15000.0
1454_000.0,12231.4,3.0,Suburban,2.0,2023,1.0924,11196,1632.0,13000.0
1454_000.6,12851.5,3.0,Urban,2.0,2023,1.0924,11764,-1290.0,10500.0
1456_000.0,9227.5,3.0,Suburban,2.0,2023,1.0924,8446,-5149.0,3300.0
1456_000.2,7067.8,3.0,Suburban,2.0,2023,1.0924,6469,-957.0,5500.0
1456_001.0,11447.9,3.0,Suburban,2.0,2023,1.0946,10458,-2584.0,7900.0
1456_001.7,11391.7,3.0,Suburban,2.0,2023,1.0924,10428,4522.0,15000.0
1456_002.7,12333.2,3.0,Suburban,2.0,2023,1.0924,11290,-418.0,11000.0
1456_003.4,11078.3,3.0,Suburban,2.0,2023,1.0924,10141,2000.0,12000.0
1456_003.7,10789.1,3.0,Suburban,2.0,2023,1.0924,9876,-5579.0,4300.0
1458_000.0,9042.9,4.0,Transition,2.0,2023,1.0918,8282,3611.0,12000.0
1458_000.4,8431.7,4.0,Transition,2.0,2023,1.0918,7722,4176.0,12000.0
1458_000.8,11668.8,4.0,Transition,2.0,2023,1.0918,10687,-1075.0,9600.0
1458_001.3,8202.3,4.0,Transition,2.0,2023,1.0918,7512,-1756.0,5800.0
1458_001.8,8003.1,4.0,Transition,2.0,2023,1.0918,7330,-13.0,7300.0
1458_002.3,10384.5,4.0,Suburban,2.0,2023,1.0918,9511,-1806.0,7700.0
1458_002.8,10921.5,4.0,Suburban,2.0,2023,1.0946,9977,-2456.0,7500.0
1458_003.4,10062.0,4.0,Urban,2.0,2023,1.0946,9192,722.0,9900.0
1458_003.8,13321.6,4.0,Urban,2.0,2023,1.0946,12170,-2576.0,9600.0
1459_000.0,3598.5,4.0,Suburban,2.0,2023,1.0924,3294,-2516.0,800.0
1459_000.3,3183.0,4.0,Suburban,2.0,2023,1.0924,2913,-1469.0,1400.0
1459_000.9,1211.9,5.0,Suburban,2.0,2023,1.0918,1110,-243.0,850.0
1459_001.5,522.4,5.0,Transition,2.0,2023,1.0918,478,338.0,800.0
1459_002.0,1557.8,5.0,Suburban,2.0,2023,1.0924,1426,-615.0,800.0
1459_003.1,10583.3,4.0,Suburban,2.0,2023,1.0924,9688,-8810.0,900.0
1459_003.6,20310.2,3.0,Suburban,4.0,2023,1.0924,18592,-15169.0,3400.0
1459_003.9,35190.2,3.0,Suburban,4.0,2023,1.0924,32213,-26128.0,6100.0
1462_000.1,4959.7,4.0,Urban,2.0,2023,1.0946,4531,-1904.0,2600.0
1462_001.1,10782.4,4.0,Suburban,2.0,2023,1.0924,9870,-4931.0,4900.0
1462_001.9,10832.8,4.0,Suburban,2.0,2023,1.0924,9916,-6360.0,3600.0
1462_002.3,14678.6,4.0,Suburban,2.0,2023,1.0924,13437,-8507.0,4900.0
1464_000.0,1520.8,5.0,Transition,2.0,2023,1.0918,1392,8488.0,9900.0
1464_001.0,1933.8,5.0,Suburban,2.0,2023,1.0924,1770,8190.0,10000.0
1464_002.0,3987.6,5.0,Suburban,2.0,2023,1.0924,3650,7287.0,11000.0
1464_002.5,2076.4,5.0,Suburban,2.0,2023,1.0924,1900,5606.0,7500.0
1464_003.0,3958.3,5.0,Suburban,2.0,2023,1.0924,3623,4608.0,8200.0
1464_004.0,4311.6,5.0,Urban,2.0,2023,1.0924,3946,4222.0,8200.0
1464_005.0,3007.4,5.0,Urban,2.0,2023,1.0946,2747,5524.0,8300.0
1466_000.0,7577.4,4.0,Suburban,2.0,2023,1.0918,6940,5230.0,12000.0
1466_000.5,4183.9,4.0,Suburban,2.0,2023,1.0924,3830,4011.0,7800.0
1466_001.0,7265.4,4.0,Urban,2.0,2023,1.0924,6650,3337.0,10000.0
1467_000.0,10013.8,3.0,Suburban,2.0,2023,1.0924,9166,11927.0,21000.0
1467_000.6,12283.9,3.0,Transition,2.0,2023,1.0924,11244,10109.0,21500.0
1467_001.0,15466.2,3.0,Suburban,4.0,2023,1.0924,14158,8106.0,22500.0
1467_002.1,26370.6,3.0,Urban,4.0,2023,1.0946,24091,-1336.0,23000.0
1467_002.2,25465.9,3.0,Urban,4.0,2023,1.0946,23265,-703.0,22500.0
1470_000.0,12618.5,5.0,Urban,2.0,2023,1.0946,11527,-11482.0,40.0
1470_000.4,9403.9,5.0,Urban,2.0,2023,1.0946,8591,-7793.0,800.0
1472_000.0,4045.4,5.0,Transition,2.0,2023,1.0924,3703,-1476.0,2200.0
1472_000.5,2613.3,5.0,Suburban,2.0,2023,1.0924,2392,-545.0,1800.0
1472_001.0,7144.6,5.0,Urban,2.0,2023,1.0924,6540,-4610.0,1900.0
1474_000.0,21538.3,3.0,Urban,4.0,2023,1.0946,19676,-10113.0,9600.0
1474_000.8,12932.8,3.0,Suburban,4.0,2023,1.0924,11838,-474.0,11500.0
1474_001.3,10844.8,3.0,Suburban,2.0,2023,1.0924,9927,-5600.0,4300.0
1478_000.0,30190.9,3.0,Urban,4.0,2023,1.0946,27581,320.0,28000.0
1478_000.7,17931.9,3.0,Urban,2.0,2023,1.0946,16382,-2991.0,13500.0
1478_001.5,15138.4,3.0,Suburban,2.0,2023,1.0924,13857,-275.0,13500.0
1478_002.0,12681.3,3.0,Suburban,2.0,2023,1.0924,11608,-4494.0,7100.0
1478_002.2,7918.2,3.0,Suburban,2.0,2023,1.0924,7248,-510.0,6700.0
1480_000.0,1938.1,4.0,Urban,2.0,2023,1.0946,1770,-1442.0,350.0
1480_000.4,3974.2,4.0,Suburban,2.0,2023,1.0946,3630,-3110.0,500.0
1482_000.0,19486.8,4.0,Suburban,2.0,2023,1.0946,17802,-7362.0,10500.0
1482_000.2,18352.2,4.0,Urban,2.0,2023,1.0924,16799,-6697.0,10000.0
1483_000.0,4527.6,5.0,Transition,2.0,2023,1.0918,4146,1498.0,5600.0
1483_001.0,1186.0,5.0,Transition,2.0,2023,1.0918,1086,4364.0,5400.0
1483_001.4,1662.2,5.0,Suburban,2.0,2023,1.0918,1522,3900.0,5400.0
1483_002.0,4625.5,5.0,Suburban,2.0,2023,1.0924,4234,841.0,5100.0
1483_002.5,5581.4,5.0,Suburban,2.0,2023,1.0924,5109,1034.0,6100.0
1483_003.0,3481.9,5.0,Suburban,2.0,2023,1.0924,3187,-1515.0,1700.0
1483_003.5,4867.5,5.0,Suburban,2.0,2023,1.0924,4455,-2484.0,2000.0
1483_004.0,4617.8,5.0,Suburban,2.0,2023,1.0924,4227,-1808.0,2400.0
1483_004.5,5489.1,5.0,Suburban,2.0,2023,1.0918,5027,-2703.0,2300.0
1483_005.0,6090.9,4.0,Suburban,2.0,2023,1.0924,5575,-2726.0,2800.0
1483_005.5,7237.3,4.0,Suburban,2.0,2023,1.0924,6625,-5003.0,1600.0
